Holder Address,0x20ef84969f6d81Ff74AE4591c331858b20AD82CD Token Balance,0x20ef84969f6d81Ff74AE4591c331858b20AD82CD LP Balance,0x3e43cB385A6925986e7ea0f0dcdAEc06673d4e10 Token Balance,0x3e43cB385A6925986e7ea0f0dcdAEc06673d4e10 LP Balance,0x2b0772BEa2757624287ffc7feB92D03aeAE6F12D Token Balance,0x2b0772BEa2757624287ffc7feB92D03aeAE6F12D LP Balance
0xa37aa51ed9e1cdafc3093b3564e0dcd4a9fe501a,130250,0,1400000.44531666673719883,0,1053326.270231243688613176,0
0xd1ffda9c225ddee34f0837bf4d4a441bdd54c473,3750000,0,5000000,0,579568.572352385614067316,0
0xd67e3f2575d2afc1dc379c638f2e317f0d30a403,509194.278475522994995117,0,0,0,0,1518396.751987629337236285
0x78ec5b149f183541ff6de4037f9146da7293e3e8,3750000,0,5000000,0,0,0
0x17c360cbfa39e218fb49ca754ec53af31684dd05,30663,0,44061.693750658887438476,0,0.217285966966301203,0
0x50b46ef9a279f29954ef673dd5a0f7088e75fb38,889892.578125,0,0,0,0,0
0xab4fd86c805d2034ae15fc9f79f151d7cf188a32,0,0,5000000,0,0,0
0xf0df547b76af0fef5f6959a96ec8a026132f236b,3750000,0,3750000,0,0,0
0x8bc2a10797753f93814a58eb5244035365884760,2249241.683100147638469934,0,5000000,0,5000000,0
0x55d7809b8f750e48c7141a86395e299af56f739c,3750000,0,5000000,0,5000000,0
0x96f47cbb5fb486248447f4195490bbe27d865cf2,3750000,0,5000000,0,0,0
0xab9aba1244ce6b3a479e1ef475053c903d941961,3750000,0,5000000,0,1341127.66744123212993145,0
0xee899b1ff2d0396a93734bca4241695de5bcdaf6,3750000,0,5000000,0,320649.324359238089527935,0
0xb1b3ad8847bd0bb8d106f3d3cf73779546ef88d2,2500000,0,5000000,0,0,0
0x889c45d7354229238a345b7f746434ba3cd73240,0,0,5000000,0,0,0
0xbcdde4ad3dfff346875f21a5c61617a940f57c6a,3750000,0,5000000,0,0,0
0x1b72f3894316e5c52a0d9f989fd76abe365b8854,2050000,0,5000000,0,5000000,0
0x73f0070ef56f42c5b5719fa07a646402371a5e72,1135.542923827015329152,0,0,0,0,0
0xfff5d872f617443449f4b40f54e7a04f99755cf9,6361494.783609230071306229,0,8368801.648088995367288589,0,14427380.432850915938615799,0
0xb3afdb14d4fb26e557f9d184a4ded5e0469e6207,3750000,0,5000000,0,0,0
0xa3c0b3e2504235ff20bdb4770fc74c06d04c6a26,0.283636566484346986,0,0,0,10701489.218306325376033783,0
0xbaa5b6bb83a6998629c6338241e505318149e6d7,0,0,5230234.208751965314149857,0,0.664792971394490451,0
0xef4ebec817f232d73cf944fc5b2c471bab4fd697,3100000,0,0,0,0,0
0xbea7622cd1dc23b97c4ec44fdd1afa9f1eeffaef,0.042664178181439638,0,0,0,0.000000000232830644,0
0x6808a2ab42dfb5e5d5b5c17a001810f79d6ef6f0,0,0,4361774.418683567084372044,0,0,0
0x92c8e945941d9a347b1ace011e8acc5dc75152bb,0,0,4454761.991634951904416084,0,333501.497223002719692886,0
0x7798ba9512b5a684c12e31518923ea4221a41fb9,4601068.943242543376982212,338448.968157993222121149,32544744.56160300225019455,0,999999,0
0xb1e302b3a3b0de2173c1a1c2de19d2868b7c446d,1001624.02273463224992156,63448.537516201067774091,2000000.392128377920016646,333969.699504535645246506,0,0
0x5f2daaccadb6f8437684b7a4d0046517e0cfe3be,1200001.375,0,0.263010568800382316,0,0.123508328222669661,0
0x8a6779a519371a13051bf9a0e907c6226b861a32,0,0,0,0,1675000,0
0xe7c98f5b611b924b53e1997d0a0a810463dc6d9e,200608.491899293789174408,0,188726.194165766413789243,0,895078.133116337936371565,0
0x25e886d47d26dd0b487bd064531603c0966dfba1,3375000,0,0,0,0,0
0xe5e62f948d3d5e47c030839d415b474ad373efff,300677.522860850440338254,0,322590.500144158082548529,0,720272.422866990906186402,71741.303088920074515045
0xa635e758e6e4bac6efbfb3506909595ad651e161,4399852.68894761148840189,0,4484219.357716036960482597,0,4552914.5237491549924016,0
0x28aa4f9ffe21365473b64c161b566c3cdead0108,3750000,0,0,0,0,0
0xda666247d80fe41e070c64965c12940eedb7ff1b,3650000,0,0,0,0,0
0x03c9b67f05e8c5a0ec8c75aa867bf630025ba7fb,0,0,0,0,3000000,0
0x304856144a8cc390cd59c76f7df2dcd8174ba549,2999900,324001.03878712875302881,0,0,0,0
0x9bbcdcb4bf4665ac620fde7d23ad697fa12e3cd6,2758546.851638899650424719,0,3703759.331607796717435122,0,1339296.919678392587229609,0
0x07edc87439cb5fba13b36ae866ed0f9cdd9c025a,486722.297098890878260136,0,2964318.894788878038525581,0,0,0
0x9d584101e723db322af0f1686bb80caa1f0eba5f,3221363.703133237548172474,0,152285.005152378667844459,0,2417.343200491706284083,0
0xd02c337a600b0fe9ad0b22069158fcc4e61ef2b8,605812.5,0,1030197.586566227488219738,0,1329736.34004914783872664,0
0xfb88d547b82915ce1ccbb59f08e873b314d29ded,963348.86971285636536777,0,0,0,0,0
0x8a4724e8b481e83a70a0ec158c7e158502c9d523,1000000,0,0,0,1000000,0
0x1221fd8a08723ac840e9b3a641fa99bc78dde4ce,1500000,0,0,0,0,0
0x474737676ca5993eeca3c2a072572440e0524bbe,0.692708999617025256,0,94006.951930049122893251,0,0,0
0x121d6990e624cfa09e3b785a2d13935941b29bfc,2999806.247732298448681831,182198.128483702603261918,4017182.156621301546692848,0,0.00000000002910383,0
0x0420a59ed0f3e2503edac0ed5d855c6501cd5ee0,0.000000000058207661,0,0,0,0,0
0x815fb8214813f1588a841245a0876ca0fd8fcc82,0,0,0.187764916860032827,0,478074.0578684241627343,0
0xd01d76685ca7db937c4742f1e98dc17f4a0090e5,100000,0,0,0,0,0
0x6b9c3ecd95acb9d64591261cc71997df4c96e521,3158749.774375000037252903,0,4750000,0,0,0
0x7b533d27235b7a5df992edb42fdc231068c7b6d4,75000,0,128948.335968911007512361,0,1057158.512919418979436159,0
0x84285ade0c6e601dde5d0578674efd76c6849778,0.917446331470273435,0,0,0,0,0
0x459e213d8b5e79d706ab22b945e3af983d51bc4c,3750000,0,47892.608553998274146579,0,0,0
0x3f3d672d5e1562eca6a3a01efe7a7edd78c9bb88,0,0,0,0,0.005000000121071935,0
0x0a4bf868d075a4675df33fc200f68f9df475d6a3,61914.883786253121797927,0,0,0,0,0
0x9c3f9acf579405750d97ed7cf9f7e903ce4c63e4,700000,0,0,0,212765.960183066665194929,0
0x1ffe932d4f4433273a5d28a2d961ee8c560eedff,0.34375,0,0.012096497695893049,0,217125.542686446540756151,0
0x4bc3cd268d97d77702e14d2dbcd0b3c93a57d66d,2500000,0,0,0,0,0
0x82868a1aa7ce65161263dafc42d66e3388888888,0,0,0,0,1665675.243512930348515511,0
0x74e08ed428fa7b41bd097aab4a41ca33717e7609,2451985.975430523976683617,0,0,0,0,0
0x432206206e58ea307b4f5858a2e2055afa5a471f,3750000,0,0,0,0,0
0xc339fb1eabff9ed7482d41f7e7b6c05eaabf836b,2025000,0,2493357.242289782967418432,0,0,0
0x9aae2f3145739065c6c67126c84882c929a69718,0.078659434104338288,0,0.000000000232830644,0,1241066.553053078474476933,0
0x53759d57e65266ad0a137335ba3394e4652c354d,1400000,0,0,0,0,0
0xc70c97eaf07ed83eb40b81326e0cb4f620c20938,0.000000000116415322,0,0,0,0,0
0xddcd8e25cdf0c7c7b0573f1a19dfc3c27f8ff0a9,203125,0,0,0,0,0
0x8d204109f181fdc263b5317f7e87050a05bd6fef,116617.769852453449857421,0,415840.196055322419852018,0,333298.901491156313568354,0
0xfb28172e29abfd945aa911a65aa69d3040fb87b7,0,0,49356.371490487748815212,0,355083.450674484367482364,0
0xb124a9cc72f7528815a0a057fd712ce4b0ba2b1b,2750000,0,0,0,0,0
0xfdd0c59a748f010431b65faffc2e48b1dbcc008e,1116720.414448074996471405,0,0,0,0,0
0xd70ab82dca628365aac98622fdb9239371130511,2531250,0,2812500,0,0,0
0x18085278e14d531a15ea7c3a5559c927b02d1b3a,2812500,0,0,0,0,0
0x8fa84759562491b2b92fa649971a236054f5c413,0,0,0.021156186412554234,0,0,0
0x228c5be88697fc8db1d4fe7967e3c59d79f755cc,3832876.834003642201423645,0,0,0,0,0
0x62f01996da22aec1942f50032931d5abebce7f3b,0.780893231276422739,0,0,0,0.393327705154661089,0
0x75ab8edc9c359cea168f148a606246b1aea38e14,605000,0,0,0,920855.260517247836105525,0
0x614e860aa61cdb5452463255103f7941d344f44f,3750000,0,0,0,0,0
0x47fdb303e49707b4ca507387099f4d954c297df8,3750000,0,0,0,0,0
0x8bb0eb4613c709402aefab2687f9380c5b8c4e49,2750000,0,8430692.54887249693274498,0,0,0
0xf8a5cda43918f3560e3d7b872a42fccf54851986,2750000,0,0,0,0,0
0x7743d85fed9666cf5647500b62b48e0337d112ad,0,0,0,0,335281.713888389640487731,0
0x3b8d785c131ebda6118bbaca2066b0243a6728e8,2470000,0,0,0,0,0
0x75674e9c4adb3fc69d60123075ec6cb2eeee7461,2000000,0,0,0,0,0
0x71c8856b3b0446ae160d6d404156722c2ca16728,2750000,0,0,0,356646.823278742493130267,0
0xf5bdd73a7fc0196f1bd7fbe8a880337a134979d8,0,0,0,0,1000000,0
0xa47fa7b792d828b3c1b41d50620b8f8bd55ee93b,257752.642633903946261853,0,938982.846916613867506385,0,0,0
0x5ccf7d1588723ed2a85e9427c841c3d912c5369c,623778.226834012195467949,0,6390568.094591449946165085,0,0,0
0x9158ad888e6a14b44b2c4419acbc6557dba472b6,250000,0,0,0,0,0
0x9a214e4c8ec31632ee3057d3e64f58ae63c2f801,0,0,1543608.87580770393833518,0,0,0
0xc0d5adf62e82f7a06afb222ec5f360c77b1248a6,3750000,0,0,0,0,0
0x09c01ab7afb3983e9b64ee6fad76dd8a69f61348,1,0,0,0,0,0
0x54d6e8f883d1858b4080d10ae2a1c6f0afb5feb3,0.977486770454561338,0,0,0,0,0
0xf5d0318692f822680b733955828a25507f031c95,2000000,0,1000000,0,1041968.400116524775512516,0
0x26c76df2abdc0255b82d3dd48d2a748aee81bb9e,150293.730222612182842568,0,0,0,0,0
0x7e19c25679a5f4cc1351e80d428ebe6df929adb1,3750000,0,2240218.709284072741866112,0,1468609.172887392109259963,0
0x008aff58c54bd90685e9c1373d7147f85a0f00f3,3750000,0,0,0,0,0
0x80e8bba3082f96832851266be6daaae3bf5d48eb,3750000,0,0,0,0,0
0xdbbd7e40e4c2e088d13be93d625d3569d8821f4f,3750000,0,0,0,0,0
0xc6d9a94a87ec1ac4cd5ac6dfdaedc56eb1f80169,2250000,0,0,0,0,0
0xcb927731f27898b30ad85964f9c5b784772cb924,2133550.42423370061442256,0,0,0,0,0
0x4325d09777f68f78c5712cdccc953f739b956090,3750000,0,0,0,0,0
0xac907b3cb603e54b2f1270d772bf324e943d5826,172724.499480869417311624,0,0,0,1331727.272501335013657808,0
0x35a0259779817daf4bedc8a575bce4c29d14dc5a,3375000,0,0,0,0,0
0xd04ce7cc91d1256e86b7285c78410fc66e9c4557,3750000,0,0,0,0,0
0x5957145fab56dfe5af988a4f55eda4b205922c1d,39999.755185359194001649,0,0,0,100000.324855558661511168,0
0x04570638736dbd50a48e353e58d764817414773c,2000000,0,0,0,0,0
0x58603b5d0b31dda7f50109ce1f82526e1ae290ab,3750000,0,0,0,1000000,0
0x1821bd18cbdd267ce4e389f893ddfe7beb333ab6,3375000,0,0,0,0,0
0xa779fc675db318dab004ab8d538cb320d0013f42,0,1457863.915480272611603141,0,0,0,0
0x44b4ab5c3cc6325fa15a7b6f0d8caa89125db453,3750000,0,0,0,0,0
0xce5abfa37e36e93de24a20864ce4a3ce470e1804,1920767.670750066172331572,0,37581.626600302530277986,0,0,0
0x0d3fd8b5f4ac520538efda1b4fb7076429ba12b0,1875000,0,0,0,0,0
0xb44b8f1f521d4b0f6643481eebd43e4583232c76,2700000,0,997244.07865940360352397,0,0,0
0x2f6c827570d0c8b51a21e98f6b8f45d1c1232472,250000,0,0,0,0,0
0xeca622a39c03ab4cb191bc09c9cc0dadb216eadd,56637.822674021968850866,0,0,0,277127.379606088506989181,0
0x81ebdfc6f17dde887d10e4032a3d8aae73b489f8,250000,0,0,0,0,0
0x52c280fb91ad74ca0c1c3bbada4629c98e50606f,0.274024218320846558,0,0,0,0,0
0xbba7a5ec86a813ee4f3367b1d2536e67c31c5382,0.678120331838726997,0,0.635565652046352625,0,0,0
0x8250a7f9fca9c33e68eead8c05c1d58c8fd70d13,1600000,0,0,0,0,0
0x2e3f371d68dd5080eeea385d5a37171fcd5358c3,548500,0,0,0,0,0
0xdead0d7c6abe46b133cce19aa1ffd282f301ac07,3750000,0,0,0,0,0
0x25d61a0a6ce4010d1c5a3b73e9ca8c9af5054589,2750000,0,0.453602587112982292,0,0,0
0x29b09ba5718cb32b522f01f5980ce8af122b8b22,250000,0,0,0,333642.792074269847944379,0
0x283939bfd3cadefa6f12e8118dce403a2a3a12f3,1000000,0,225616.81425227943691425,0,496656.195373194583225995,0
0x47483b2b58a41059127deeb4faf9ce3dc3d215d6,11694.569593128480846644,0,150356.83663225729833357,0,16229.853984348272206262,0
0xc229d066040675c5ee4a6db894e3ff44ddb2554e,1482500,0,0,0,0,0
0x43d76016d4759fb0d5e7ef8f64d643516a0d62dd,5983.586355940788962471,150453.485645233246032149,32092.471540171318338253,197996.113402554095955566,19933.355492712056729943,88688.315346808158210479
0x5e302c9650ac1235b623cde15d0183f238a20760,105196.861096673310385086,0,0,0,0.887856687768362463,0
0x67e0c1e9bf2fede79e5c1f8ea42ec818d44b7ac8,168486.859375,0,0.994844729677424766,0,962000.689756859792396426,0
0x8a333a18b924554d6e83ef9e9944de6260f61d3b,34303.266403089532104786,0,0,0,0,0
0xc7d8cf1762c743f18b128f4147056a3effea8884,1154331.065901104593649507,0,0,0,0,0
0x84d0c576b642c14d31cd78d2ebcae23ed958d487,2337926.777108729816973209,0,1000586.17688762117177248,0,0,0
0x2be60b0fb138479f7333086cc2460620436a110e,0,0,0.470524046337231994,0,0,0
0x39751c2250a2a57fcbfc0f8f85cff9bbf67835a2,0.747555959620513022,0,0,0,0,0
0x174c34e647ddd139cf45cd56932fe6cc6b5daf2d,287089,0,0,0,0,0
0x951e3c8437812460f35ea9d8a42343b07c729e60,45251,0,0,0,343112.345928487833589315,0
0x62010bd90c9b427b6d45bbde1db16bb50e6177b3,3750000,0,0,0,0,0
0x45a599eeea92124b482c9bad10b7a07be425319d,283954.32746435608714819,0,421258.701280359178781509,0,0,0
0xc063eb78fd7cb31af5d66cda2bf87ea0e6a6963f,135850.67171233578119427,0,0,0,0.185396350512746722,0
0xb033f13bb4f1caf484ab5c090f22be425b2146b3,3644927.482835745438933372,0,0,0,0,0
0x7b14ce5a0afc89adf25de76b95e3ecf87f0372f3,3750000,0,0,0,0,0
0x55c880de4d2a5c60b97b7e5a03d5d7a401578aed,500000,0,417074.321844922145828605,0,329467.569848259212449193,0
0x02c939f8c649108ab50418a4451730490bff2725,3750000,0,0,0,0,0
0x9ebb301c12fa1e18e844a84c1910ea366d57d0e2,0,54058.692631626749061979,0,0,0,0
0x99e0e808d346d1a5e55623322301fbccc6965ab2,0.000000000007275958,0,0,0,0,0
0x8d82e06a97a72efa3bbc950168c5ed37313306f5,167086.816405999998096377,0,18891.839796909807773773,0,625000,0
0xd47509d257e05b1016aff29f394ccaffae42cb58,0.2909465825650841,0,0,0,0,0
0xaa089cc26eec8ddc79805fe2c67426571ea68864,0.494139999966137111,0,0,0,0,0
0x491f7f30f28b2524b53b1c628447743040b40806,3750000,0,0,0,0,0
0xd71f1470a09ea2dafc429962aabb41fd7df8056b,500000,0,282679.294400283950380981,0,268331.180423131154384464,0
0xf55b2a49f3b4923c1ae7e636efa2a605cfe8cb3d,3750000,0,5000000,0,1632141.096459024352952838,0
0x2d6e288c06bf5cac21d3fa1f1ee495ad485a2597,0,0,0,0,750000,0
0x8e477f88685a9c34f69b69fb439f5e0305121999,1000000,0,9896.503621231193392305,0,625000,0
0xee3caa136d8fa7cbc41dff619ce5c65986c1167c,3718239.629198354203253984,0,0,0,0,0
0x9b97df946df31f72a4ed890edc50b96abf57c469,0,0,0,0,1070939.149619917152449489,0
0xb2c5159eccc5f7800c36c01393e3ed356dea3b83,2375000,0,0,0,0,0
0xc16f9c800e41f332ab07b663af6fd6e9857c4403,58517.311776618378644343,0,0,0,466561.681107253709342331,0
0xc8f5e91a1e4bb9252f4c8f4cd5c85776f13f4669,59427.554614433596725576,565498.800065286224707961,0,0,0,0
0x4f528d19e4f58be03ed9942bf3c81bd31905f72b,0.75,0,0,0,0,0
0x468eba7ac77a4e145d73e582dac6a8eb9aaf3969,0,0,0,0,0.08681434637401253,0
0x444f04d7e3ce0e15f876c23f5d782cf113bd8a33,0.000000000465661287,0,0,0,0,0
0xc7f2be6f8890d98277c848c8904ec2a4879dfc25,250000.408451038994826376,94347.119173203420359641,0,0,0,50434.475863854269846343
0xf0feafe2943fb98a5a0576f6eb22bb78d1586fee,0.5,0,0,0,0,0
0x4a515449791df5b199432fcde68a9666c44e574f,3500000,0,0,0,0,0
0x5f5d1b20d83954edb2a7c9743283ec736e35d625,0.268382131354883313,0,0,0,991633.150413371971808374,0
0x2a014d3d2fd553f3b688fbbc0d955f856f978cfb,0.5,0,0,0,0,0
0x47827ce0d9a58aa135b7e3ddd0368b68deb1aa0d,500000,0,0,0,0,0
0xa631b897cbefac341437dc099580ae7f38f4bf00,43000,0,0,0,0,0
0x83bd8e49895efa119e056f4042bb9ad5a6ee5194,0,0,0,0,0.590883102733641863,0
0xaf7674566a41b6f670c2030eeaee717fd1596ad8,85185.151396308778203093,0,18734.134849432015471393,0,239933.796805154182948172,0
0xa3c3c51a93ec4e0cbc877c4ea38e3757bd9c18f7,0.375,0,0,0,0,0
0xc835ae05691ca5357bf6b4d3fddae4c3339e0c83,0.861878999858163297,0,0,0,0,0
0x35d2e8a8c9f0f6521a509287fd8c1d6a718d8806,220510.38325616333168,0,0,0,0,0
0x153b52210fd2e3b548309191d06101b1825cdf7f,522718.75,0,0,0,0,0
0x50ef90cead074de3013a750098463c87916d890d,75000,0,0,0,0,0
0x3246d4884f31886c3523e927cdc25df1f8873db0,2275900,0,85065.785537270377972163,0,99610.257656827176106162,0
0x390a3d352e8b0f01ffa1d3bc457d8af62b49d24a,1071148.984244012739509344,0,0,0,0,0
0xa36812df451d705e1a9e8b2b805f503eb7a99d5a,56058.935283014077867847,583450.074679626384750009,432667.674297687481157482,0,476808.040699115314055234,0
0xddc23d34ea2f6920d15995607d00def9478ded6d,0,0,0,0,5000000,0
0x0c01769d5cc1bc1d0540f7896cea87aa5325ad2a,0.000629914841846313,0,0,0,0,0
0x0006776a8b00db9ac842b3f926513cf49473e000,0.583947400446049869,0,0.000000000130967237,0,0.03316267003538087,0
0xf96be336d78294633a04b10b97fa78dbfa8841c0,923.597462938213197958,0,0.000000021095810262,0,0,0
0xd371d7abdd7514cbf1c8fc06f26b73341bccaa91,0.000000000058207661,0,0,0,0,0
0x11ddd59c33c73c44733b4123a86ea5ce57f6e854,0,0,0.000000003725290298,0,0,0
0xf712474b70d20589d248f2f510ee327724eadac5,591922.245159034267999232,0,0,0,326505.13047037785872817,0
0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29,4991384.39413789939135313,0,318874.346936147776432335,0,5504206.828192413784563541,0
0xf5a40a74bf78150b41177fbf7476d395900d28d6,0.954082819356699474,0,41404.376111349389248062,381368.367836778284981847,136341.414624196768272668,234420.233874693396501243
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0.000000000582076609,0,0.00000000192085281,0,0,0
0x5d64d14d2cf4fe5fe4e65b1c7e3d11e18d493091,9354.830732985621580156,0,9845.363470852222235408,0,36032.596057424554601312,0
0x95b3304f7b2c30812333333d40b3a1d7f5a80c86,0,0,0,0,2424455.182217143010348082,0
0x0e07ecb7ea74b53f41a3c82b9ff7323512866ce8,555825.135497170384041965,0,2004739.880512373987585306,0,729140.26852876041084528,0
0x75be8dd538ab5c7ede9c40cc599a6afc8486b6b3,0.550935017643496394,0,0,0,574452.427242592209950089,0
0xe6a879995d7181a51249a9ac5d45638a6d5b63eb,1275501.322037623962387443,0,0,0,0,0
0x520a03419675c0c08195ebb2de0ea1e8c9519458,0.53022819833131507,0,0,0,0.657602188875898719,0
0x1a264a0d7473e7f659610a944ddb08204be06051,0.000000000014551915,0,0,0,5917.184366460409364663,0
0xe0172f91f7ea000b51ed7a2cd5eb5ce3d6e79c27,930.381543053564655565,0,170996.756858929118607193,0,88079.202184688270790502,0
0x03a326a454bfea84b2103d789f4b23202d028ed8,4505.07636168380122399,0,4437.505775795837507758,0,3658.213183057365313289,0
0x17f9e79acd61d49567381c61052649542ba48973,4825.583882142387665226,0,0,0,1465.990622968626666989,0
0x48e098d3d5c4bbf4b9721c3889eb5f0efa607962,0,0,934901.91262740024831146,0,0.000000000116415322,0
0xa48b71b9794ca7a08cb3e267df441646e46939ae,5968.776897095664935478,0,7633.266150731363268278,0,3213.773710585537628504,0
0x55ef429b8d79d15befcbe7c421496395b15c33a9,4176.971658212400143384,0,5318.298427967672978411,0,1759.307128737181756151,0
0x28131154d60f66c5d9ef393f127ad4dc17983b51,1740.059021979149747494,0,3298.998762066864401277,0,0,0
0x3e15a3555b0b20a03cf9b6b082c23d5603cafd20,1043.937788312944803693,0,1902.246730804288745276,0,0,0
0x28504f1d5bfe7a458e49afaa2aa326df6e409e56,1192.988090366410233401,0,1521.966742400166367588,0,439.852343982276636325,0
0x0dd29a896e1f200efdf2f6df76d27e23df04413d,0,0,0,0,137782.559437519288621843,0
0xf78ea206181f1549d126af6d0d1325c3fc3b1d30,2712.782710446095734369,0,6355.174661663413644419,0,1505.312044874629009428,0
0xe39b835e5ddfefd16d5c1b899a07650fc1300122,435.931194954170109668,0,1059.757326518566969753,0,0,0
0xe5779f3dc62ab2d1158aeb171cc84c89d7cd72e4,1871.43570245572686872,0,4387.587441475317973527,0,0,0
0x61c0e8c8d3133ff09a03b2118812d4e82a52be98,0.000000000003637979,0,0.000000000005456968,0,4665.891321719575898896,0
0xaad00d6f45170922dd2ddf7716ac0c29a870c448,0,0,0.000000000010913936,0,0.000000000010913936,0
0x01edb3a3b58bb642ddcb4ba36a2ab96afff6842b,38.033957083352106565,0,29408.015027951281808782,0,0,0
0x3a4ea802e749465404465517344f81544ec4e8ff,5114.781194191329632304,0,8497.395046054760314291,0,15401.300215095296152867,0
0xc0314f05f8a00ca13a8a171baa78d384d3412eb9,133618.445611725066555664,0,0,0,0,0
0x754f8c5df6fb5bfc2b3001fcbe4ac5797f2fe534,12839498.749798458069562912,1800664.768817718140780926,0,0,0,0
0x40bbdf41a618e1170ddda69abf2f4db90eafc0b1,3831.689077520301907498,0,21211.85856185626835213,0,0.000000000033200054,0
0x3e6ff2520d8b0987f2294c30ba7d0abc6b662af1,0,0,0,0,8842.205655390280298889,0
0x75e7702bc91afb60150ad1fa79b8050789f5087c,0.28687283851832035,0,0,0,22862.56584170664427802,0
0x91669a1bdb132c8103774a58410cf6934714dea4,0.70238194759531325,0,6480.054193675823626108,0,0.000000000002955858,18124.339387029551289743
0x46ac366898cb42319d7c1ade68bc12d0c62f779e,0.121812819168553688,0,0,0,0,0
0x0ea24ba038ccdf1784ba69a3446bf79d9da013b7,0.68981082418213191,0,1.235643606429221109,0,379000.957138920901343226,0
0xf10fc94e0710d19e434f0f809f4e6b0f413852c3,0.170177365653216839,0,0,0,0.002528495038859546,0
